id,Date,Reporter,Title,Pool Report,Off the Record,Other type?,Phone Present,Auto- Redact,Manual Redact,Email Present,Auto- Redact,Manual Redact,Address Present,Auto- Redact,Manual Redact,Review Complete,Publish,Comments
167,"Sat, 10 Apr 2021 21:42:09 +0000",Anne Gearan,In-town pool report 5 / church,TRUE,FALSE,,1,1,,,,,,,,1,1,
168,"Sat, 10 Apr 2021 21:26:58 +0000",Anne Gearan,In-town pool report 4 / on the move,TRUE,FALSE,,,,,,,,,,,1,1,
169,"Sat, 10 Apr 2021 18:54:35 +0000",Anne Gearan,In-town pool report 3 / kid extended,TRUE,FALSE,,,,,,,,,,,1,1,
170,"Sat, 10 Apr 2021 15:37:20 +0000",Anne Gearan,In-town pool report 2/the president’s day,TRUE,FALSE,,,,,,,,,,,1,1,
171,"Sat, 10 Apr 2021 14:04:42 +0000",Anne Gearan,In-town pool report 1,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
172,"Fri, 9 Apr 2021 15:17:00 -0500",Sarah Mucha,FLOTUS Travel Pool #12: Back at the White House,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
173,"Fri, 9 Apr 2021 14:55:32 -0500",Sarah Mucha,FLOTUS Travel Pool #11: Wheels down JBA,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
174,"Fri, 9 Apr 2021 15:28:15 -0400",Rob Crilly,"Pool report #12: More POTUS quotes, VAWA",TRUE,FALSE,,1,1,,,,,,,,1,1,
175,"Fri, 9 Apr 2021 15:21:04 -0400",Rob Crilly,Pool report #11: POTUS on funding priorities,TRUE,FALSE,,1,1,,,,,,,,1,1,
176,"Fri, 9 Apr 2021 15:05:37 -0400",Rob Crilly,Pool report #10: Travel photo lid,TRUE,FALSE,,1,1,,,,,,,,1,1,
177,"Fri, 9 Apr 2021 15:04:49 -0400",Rob Crilly,Pool report #9: More Philip quotes,TRUE,FALSE,,1,1,,,,,,,,1,1,
178,"Fri, 9 Apr 2021 14:58:30 -0400",Rob Crilly,"Pool report #8: Oval Office, Philip quotes",TRUE,FALSE,, , ,,,,,,,,1,1,
179,"Fri, 9 Apr 2021 14:28:16 -0400",Rob Crilly,Pool report #7: Pool gathering,TRUE,FALSE,, , ,,,,,,,,1,1,
180,"Fri, 9 Apr 2021 13:03:03 -0500",Sarah Mucha,FLOTUS Travel Pool #10: Arrived at Birmingham airport,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
181,"Fri, 9 Apr 2021 13:44:03 -0400",Rob Crilly,Pool report #6: Lunch lid until 14:20,TRUE,FALSE,,1,1,,,,,,,,1,1,
182,"Fri, 9 Apr 2021 12:43:08 -0500",Sarah Mucha,FLOTUS Travel Pool #9: FLOTUS remarks,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
183,"Fri, 9 Apr 2021 13:40:11 -0400",Rob Crilly,Pool report #5: Briefing ends,TRUE,FALSE,,1,1,,,,,,,,1,1,
184,"Fri, 9 Apr 2021 12:28:17 -0500",Sarah Mucha,"FLOTUS Travel Pool #8: Inside second stop, part I",TRUE,FALSE,,1,1,,1,1,,,,,1,1,
185,"Fri, 9 Apr 2021 11:42:13 -0500",Sarah Mucha,FLOTUS Travel Pool #7: Heading to next stop,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
186,"Fri, 9 Apr 2021 12:34:49 -0400",Rob Crilly,Pool report #4: Briefing starts,TRUE,FALSE,,1,1,,,,,,,,1,1,
187,"Fri, 9 Apr 2021 12:33:24 -0400",Rob Crilly,Pool report #3: CEO Summit on Semiconductor and Supply Chain Resilience,TRUE,FALSE,,1,1,,,,,,,,1,1,
188,"Fri, 9 Apr 2021 11:32:44 -0500",Sarah Mucha,FLOTUS Travel Pool #5: Inside first stop,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
189,"Fri, 9 Apr 2021 12:31:43 -0400",Rob Crilly,Pool report #2: Two-minute warning,TRUE,FALSE,,1,1,,,,,,,,1,1,
190,"Fri, 9 Apr 2021 12:08:18 -0400",Sarah Mucha,FLOTUS Travel Pool #5: Arrived at first stop,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
191,"Fri, 9 Apr 2021 11:57:21 -0400",Sarah Mucha,"FLOTUS Pool # 4: Landed in Birmingham, rolling to first event",TRUE,FALSE,,1,1,,1,1,,,,,1,1,
192,"Fri, 9 Apr 2021 11:02:51 -0400",Rob Crilly,Pool report #1: Checking in plus economic briefing attendees,TRUE,FALSE,,1,1,,,,,,,,1,1,
193,"Fri, 9 Apr 2021 09:57:23 -0400",Sarah Mucha,FLOTUS Travel Pool #3: Wheels up,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
194,"Fri, 9 Apr 2021 09:46:04 -0400",Sarah Mucha,FLOTUS Travel Pool #2: Arrived at JBA,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
195,"Fri, 9 Apr 2021 09:20:34 -0400",Sarah Mucha,FLOTUS Travel Pool #1: Background & heading to JBA,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
196,"Thu, 8 Apr 2021 18:29:08 +0000",Zeke Miller,Expanding White House Access -- Week of April 12,FALSE,FALSE,,,,,,,,,,,1,0,
197,"Thu, 8 Apr 2021 14:04:25 -0400",Chris Johnson,Pool Report #5 - travel-photo lid,TRUE,FALSE,,,,,,,,,,,1,1,
198,"Thu, 8 Apr 2021 13:47:07 -0400",Chris Johnson,Pool Report #4 - briefing ends,TRUE,FALSE,,,,,,,,,,,1,1,
199,"Thu, 8 Apr 2021 12:42:47 -0400",Chris Johnson,Pool Note #3 - 2 min warning for briefing,TRUE,FALSE,,,,,,,,,,,1,1,
200,"Tue, 20 Apr 2021 21:45:27 +0000",Nikki Schwab,Pool Report No. 13 - Biden and Harris will speak tonight,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
201,"Tue, 20 Apr 2021 20:38:18 +0000",Nikki Schwab,Pool Report No. 12 - color from the briefing room,TRUE,FALSE,, , ,, , ,,,,,1,1,
202,"Tue, 20 Apr 2021 20:19:09 +0000",Nikki Schwab,Pool Report No. 11 - speech rescheduled,TRUE,FALSE,, , ,, , ,,,,,1,1,
203,"Tue, 20 Apr 2021 19:50:11 +0000",Nikki Schwab,Pool Report No. 10 - holding before remarks,TRUE,FALSE,, , ,, , ,,,,,1,1,
204,"Tue, 20 Apr 2021 19:28:27 +0000",Nikki Schwab,Pool Report No. 9 - Proterra tour beings,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
205,"Tue, 20 Apr 2021 17:55:11 +0000",Nikki Schwab,Pool Report No. 8 - lunch lid until 2:45 p.m.,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
206,"Tue, 20 Apr 2021 17:51:45 +0000",Nikki Schwab,Pool Report No. 7 - briefing concludes,TRUE,FALSE,, , ,, , ,,,,,1,1,
207,"Tue, 20 Apr 2021 17:05:44 +0000",Nikki Schwab,Pool Report No. 5 - briefing to start,TRUE,FALSE,, , , , , ,,,,,1,1,
208,"Tue, 20 Apr 2021 16:29:13 +0000",Nikki Schwab,Pool Report 4a - quote correx,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
209,"Tue, 20 Apr 2021 16:01:27 +0000",Nikki Schwab,"Pool Report No. 4 - cleaner, newsy Chauvin quote",TRUE,FALSE,,1,1,,1,1,,,,,1,1,
210,"Tue, 20 Apr 2021 15:52:09 +0000",Nikki Schwab,Pool Report No. 3 - CHC meeting - Floyd comments,TRUE,FALSE,, , ,, , ,,,,,1,1,
211,"Tue, 20 Apr 2021 15:27:55 +0000",Nikki Schwab,Pool Report 2 - holding for CHC meeting,TRUE,FALSE,, , ,, , ,,,,,1,1,
212,"Tue, 20 Apr 2021 14:14:21 +0000",Nikki Schwab,Pool Report No. 1,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
213,"Mon, 19 Apr 2021 21:24:31 -0400",Christian Datoc,In-town pool report #9 — 4/20 virtual tour of Proterra plant,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
214,"Mon, 19 Apr 2021 21:06:02 -0400",Christian Datoc,In-town pool report #8 — 4/20 meeting with Hispanic Caucus,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
215,"Mon, 19 Apr 2021 22:21:06 +0000",Eugene Daniels,VP Travel Pool #16- that’s a wrap!,TRUE,FALSE,,,,,,,,,,,1,1,
216,"Mon, 19 Apr 2021 21:18:31 +0000",Eugene Daniels,VP Travel pool #15 — wheels up,TRUE,FALSE,,1,1,,,,,,,,1,1,
217,"Mon, 19 Apr 2021 20:50:59 +0000",Eugene Daniels,CORRECTION for VP travel pool #14,TRUE,FALSE,,1,1,,,,,,,,1,1,
218,"Mon, 19 Apr 2021 20:40:20 +0000",Eugene Daniels,VP Travel pool #14 - Suprise stop - Woolworth’s,TRUE,FALSE,,1,1,,,,,,,,1,1,
219,"Mon, 19 Apr 2021 20:01:10 +0000",Eugene Daniels,VP travel pool #13 - full quotes from Harris,TRUE,FALSE,,1,1,,,,,,,,1,1,
220,"Mon, 19 Apr 2021 19:23:05 +0000",Eugene Daniels,VP travel report #12 - Color and quotes from your,TRUE,FALSE,,1,1,,,,,,,,1,1,
221,"Mon, 19 Apr 2021 15:09:43 -0400",Christian Datoc,In-town pool report #7 — travel/photo lid,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
222,"Mon, 19 Apr 2021 14:59:31 -0400",Christian Datoc,In-town pool report #6 — infrastructure meeting is over,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
223,"Mon, 19 Apr 2021 18:45:27 +0000",Eugene Daniels,VP travel pool 11 - tour has begun,TRUE,FALSE,,1,1,,,,,,,,1,1,
224,"Mon, 19 Apr 2021 17:57:18 +0000",Eugene Daniels,VP travel pool #10 — Arrival at plant,TRUE,FALSE,, , ,,,,,,,,1,1,
225,"Mon, 19 Apr 2021 13:51:39 -0400",Christian Datoc,In-town pool report #5a — Sec. Buttigieg,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
226,"Mon, 19 Apr 2021 13:40:26 -0400",Christian Datoc,In-town pool report #5 — in the Oval,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
227,"Mon, 19 Apr 2021 17:32:36 +0000",Eugene Daniels,"VP Travel #9 - Back in motorcade, headed to second event",TRUE,FALSE,,1,1,,,,,,,,1,1,
228,"Mon, 19 Apr 2021 13:03:11 -0400",Christian Datoc,In-town pool report #4 — gathering for Oval infrastructure meeting,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
229,"Mon, 19 Apr 2021 13:01:36 -0400",Christian Datoc,In-town pool report #3 — briefing over,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
230,"Mon, 19 Apr 2021 12:18:02 -0400",Christian Datoc,In-town pool report #2 — 2 minute warning for Press Sec briefing,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
231,"Mon, 19 Apr 2021 16:12:34 +0000",Eugene Daniels,VP Travel pool #8 - holding after speech,TRUE,FALSE,, , ,,,,,,,,1,1,
232,"Mon, 19 Apr 2021 15:59:02 +0000",Eugene Daniels,VP Travel pool #7 - color from event,TRUE,FALSE,,1,1,,,,,,,,1,1,
233,"Mon, 19 Apr 2021 15:27:28 +0000",Eugene Daniels,"VP travel Pool #6 - arrived, event started",TRUE,FALSE,,1,1,,,,,,,,1,1,
234,"Mon, 19 Apr 2021 14:50:09 +0000",Eugene Daniels,VP travel Pool #5 - loaded and rolling to speech,TRUE,FALSE,,1,1,,,,,,,,1,1,
235,"Mon, 19 Apr 2021 14:36:03 +0000",Eugene Daniels,VP Travel pool #4 - Landed in NC,TRUE,FALSE,, , ,,,,,,,,1,1,
236,"Mon, 19 Apr 2021 10:00:41 -0400",Christian Datoc,In-town pool report #1 — checking in,TRUE,FALSE,,,,,1,1,,1,,1,1,1,
237,"Mon, 19 Apr 2021 13:40:01 +0000",Eugene Daniels,VP Travel Report #3 - wheels up and FIX,TRUE,FALSE,, , ,,,,,,,,1,1,
238,"Mon, 19 Apr 2021 13:24:51 +0000",Eugene Daniels,VP Travel Pool #2 - Helicopter landed/ staff list,TRUE,FALSE,,1,1,,,,,,,,1,1,
239,"Mon, 19 Apr 2021 12:44:23 +0000",Eugene Daniels,VP Travel Pool #1 - Pool at JBA,TRUE,FALSE,,1,1,,,,,,,,1,1,
240,"Mon, 19 Apr 2021 01:24:16 +0000",Scott Bixby,White House In-Town Pool Report #7 — Lid,TRUE,FALSE,,,,,,,,,,,1,1,
241,"Mon, 19 Apr 2021 01:12:21 +0000",Scott Bixby,White House In-Town Pool Report #6 — Marine One touchdown,TRUE,FALSE,,,,,,,,,,,1,1,
242,"Mon, 19 Apr 2021 00:56:55 +0000",Scott Bixby,White House In-Town Pool Report #5 — Gathered for Marine One landing,TRUE,FALSE,,,,,,,,,,,1,1,
243,"Mon, 19 Apr 2021 00:44:43 +0000",Scott Bixby,White House In-Town Pool Report #4 — Pool gathering for Marine One,TRUE,FALSE,,,,,,,,,,,1,1,
244,"Mon, 19 Apr 2021 00:32:55 +0000",Tamara Keith,FPPO/OTR White House week ahead Week Of April 19,FALSE,TRUE,,,,,,,,,,,1,0,
245,"Mon, 19 Apr 2021 00:32:53 +0000",Scott Bixby,White House In-Town Pool Report #3 — Notes for 4/19 and gathering for Marine One,TRUE,FALSE,,,,,,,,,,,1,1,
246,"Mon, 19 Apr 2021 00:11:40 +0000",Sebastian Smith,Travel pool report 12 - Marine One + handover,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
247,"Sun, 18 Apr 2021 23:08:10 +0000",Sebastian Smith,Travel pool report 10 - gathering,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
248,"Sun, 18 Apr 2021 21:42:26 +0000",Sebastian Smith,Travel pool report 9a - dinner lid,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
249,"Sun, 18 Apr 2021 20:13:12 +0000",Sebastian Smith,Travel pool report 9 - Lid,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
250,"Sun, 18 Apr 2021 19:58:14 +0000",Sebastian Smith,Travel pool report 8 - residence,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
251,"Sun, 18 Apr 2021 18:49:02 +0000",Sebastian Smith,Travel pool report 7 - Greenville,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
252,"Sun, 18 Apr 2021 18:40:38 +0000",Sebastian Smith,Travel pool report 6 - rolling,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
253,"Sun, 18 Apr 2021 18:27:14 +0000",Sebastian Smith,Travel pool report 5 - post-church,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
254,"Sun, 18 Apr 2021 17:23:53 +0000",Sebastian Smith,Travel pool report 4 - confirmation of grandson,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
255,"Sun, 18 Apr 2021 16:57:36 +0000",Sebastian Smith,Travel pool report 3 - church,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
256,"Sun, 18 Apr 2021 16:41:20 +0000",Scott Bixby,White House In-Town Pool Report #2 — Brunch Lid,TRUE,FALSE,,,,,,,,,,,1,1,
257,"Sun, 18 Apr 2021 13:11:28 +0000",Scott Bixby,White House In-Town Pool Report #1 — POTUS in Wilmington,TRUE,FALSE,,,,,,,,,,,1,1,
258,"Sat, 17 Apr 2021 22:00:07 +0000",Sebastian Smith,Travel pool report 8 (CORRECTING SEQUENCE NUMBER) - cleaner Biden quote on Navalny,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
259,"Sat, 17 Apr 2021 21:39:01 +0000",Sebastian Smith,Travel pool report 7 - cleaner Biden quote on Navalny,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
260,"Sat, 17 Apr 2021 20:31:33 +0000",Sebastian Smith,Travel pool report 7 - more quotes,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
261,"Sat, 17 Apr 2021 20:14:53 +0000",Sebastian Smith,Travel pool report 6 - POTUS residence and lid,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
262,"Sat, 17 Apr 2021 20:08:58 +0000",Sebastian Smith,Travel pool report 5 - rolling & gaggle quotes,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
263,"Sat, 17 Apr 2021 17:37:24 +0000",Sebastian Smith,Travel pool report 4 - Biden golfing partners,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
264,"Sat, 17 Apr 2021 17:03:15 +0000",Sebastian Smith,Travel pool report 3 - golf club,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
265,"Sat, 17 Apr 2021 16:51:09 +0000",Sebastian Smith,Travel pool report 2 - rolling,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
266,"Sat, 17 Apr 2021 15:10:09 +0000",Sebastian Smith,Travel pool 1 - gathering,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
267,"Fri, 16 Apr 2021 23:27:52 +0000",Sebastian Smith,Travel pool report 4 - lid,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
268,"Fri, 16 Apr 2021 23:09:16 +0000",Sebastian Smith,Travel pool report 2a - POTUS travelers,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
269,"Fri, 16 Apr 2021 23:03:34 +0000",Sebastian Smith,Travel pool report 2 - POTUS arrival,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
270,"Fri, 16 Apr 2021 18:06:58 -0400",Ryan Brooks,In-town pool report #9B,TRUE,FALSE,,,,,,,,,,,1,1,
271,"Fri, 16 Apr 2021 17:56:02 -0400",Ryan Brooks,In-town pool report #9,TRUE,FALSE,,,,,,,,,,,1,1,
272,"Fri, 16 Apr 2021 21:51:39 +0000",Sebastian Smith,travel pool report 1 - positioning for POTUS,TRUE,FALSE,,1,1,,,,,,,,1,1,"problem with auto redact, didn't blank out the 1 country code"
273,"Sat, 17 Apr 2021 06:40:53 +0900",Takaaki Abe,POTUS Foreign Pool Report #8 (4/16/21)-Official timeline,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
274,"Sat, 17 Apr 2021 06:39:43 +0900",Takaaki Abe,POTUS Foreign Pool Report #7 (4/16/21)-PM Suga departure,TRUE,FALSE,,,,,,,,,,,1,1,
275,"Sat, 17 Apr 2021 06:38:36 +0900",Takaaki Abe,POTUS Foreign Pool Report #6 (4/16/21)-Joint Presser,TRUE,FALSE,,,,,,,,,,,1,1,
276,"Fri, 16 Apr 2021 17:38:23 -0400",Ryan Brooks,in-town pool report #8A,TRUE,FALSE,,,,,,,,,,,1,1,
277,"Fri, 16 Apr 2021 17:13:15 -0400",Ryan Brooks,In-town report #8,TRUE,FALSE,,,,,,,,,,,1,1,
278,"Fri, 16 Apr 2021 17:03:11 -0400",Ryan Brooks,In-town pool report #7A two minute warning for joint press conference,TRUE,FALSE,,,,,,,,,,,1,1,
279,"Fri, 16 Apr 2021 16:18:11 -0400",Ryan Brooks,In-town pool report #7,TRUE,FALSE,,,,,,,,,,,1,1,
280,"Sat, 17 Apr 2021 05:14:11 +0900",Takaaki Abe,POTUS Foreign Pool Report #5 (4/16/21)-More from expanded bilat,TRUE,FALSE,,,,,,,,,,,1,1,
281,"Fri, 16 Apr 2021 15:46:46 -0400",Ryan Brooks,In-town pool #6A- fuller Biden remarks from bilateral meeting,TRUE,FALSE,,,,,1,1,,,,,1,1,
282,"Sat, 17 Apr 2021 04:46:25 +0900",Takaaki Abe,POTUS Foreign Pool Report #4 (4/16/21)-Expanded Bilat,TRUE,FALSE,,,,,,,,,,,1,1,
283,"Fri, 16 Apr 2021 15:18:22 -0400",Ryan Brooks,In-town pool #6,TRUE,FALSE,,,,,,,,,,,1,1,
284,"Fri, 16 Apr 2021 14:03:04 -0400",Ryan Brooks,In-town pool report #5- PM Suga Arrival and bilateral meeting attendees,TRUE,FALSE,,,,,,,,,,,1,1,
285,"Sat, 17 Apr 2021 02:34:19 +0900",Takaaki Abe,POTUS Foreign Pool Report #3 (4/16/21)-PM Suga Arrival,TRUE,FALSE,,,,,,,,,,,1,1,
286,"Fri, 16 Apr 2021 12:25:08 -0400",Ryan Brooks,In-town pool report #4- misspelled name correction,TRUE,FALSE,,,,,,,,,,,1,1,
287,"Fri, 16 Apr 2021 12:10:34 -0400",Ryan Brooks,In-town pool report #3 Lunch lid until 2pm,TRUE,FALSE,,,,,1,1,,,,,1,1,
288,"Fri, 16 Apr 2021 15:38:45 +0000",Suzanne Lynch,VP Pool Report #3 (Final report: full quotes and list of participants in bilat),TRUE,FALSE,,1,1,,,,,,,,1,1,
289,"Fri, 16 Apr 2021 11:15:45 -0400",Ryan Brooks,In-town pool report #2B,TRUE,FALSE,,,,,,,,,,,1,1,
290,"Fri, 16 Apr 2021 15:14:56 +0000",Suzanne Lynch,VP Pool Report #2,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
291,"Fri, 16 Apr 2021 11:05:31 -0400",Ryan Brooks,In-town pool report #2: two minute warning press briefing,TRUE,FALSE,,,,,,,,,,,1,1,
292,"Fri, 16 Apr 2021 23:32:19 +0900",Takaaki Abe,POTUS Foreign Pool Report #2 (4/16/21)-Background information,TRUE,FALSE,,,,,,,,,,,1,1,
293,"Fri, 16 Apr 2021 10:19:00 -0400",Ryan Brooks,WH pool report #1: checking in,TRUE,FALSE,,,,,1,1,,,,,1,1,
294,"Fri, 16 Apr 2021 14:07:38 +0000",Suzanne Lynch,VP Pool Report #1,TRUE,FALSE,,1,1,,,,,,,,1,1,
295,"Fri, 16 Apr 2021 22:51:36 +0900",Takaaki Abe,POTUS Foreign Pool Report #1 (4/16/21)-PM Suga's schedule,TRUE,FALSE,,,,,,,,,,,1,1,
296,"Thu, 15 Apr 2021 17:16:35 -0400",Todd Gillman,Pool report #9/lid,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
297,"Thu, 15 Apr 2021 17:07:10 -0400",Todd Gillman,pool report #8/Biden remarks on Russia over,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
298,"Thu, 15 Apr 2021 16:59:50 -0400",Todd Gillman,pool report #7/Russia remarks begin,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
299,"Thu, 15 Apr 2021 16:55:06 -0400",Todd Gillman,pool report #6b/ 2 minute warning for Russia remarks,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
300,"Sat, 24 Apr 2021 10:56:58 -0400",Morgan Chalfant,In town pool report #4 — correction to previous report,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
301,"Sat, 24 Apr 2021 10:40:45 -0400",Morgan Chalfant,In town pool report #3 — travelers,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
302,"Sat, 24 Apr 2021 10:14:06 -0400",Morgan Chalfant,In town pool report #2,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
303,"Sat, 24 Apr 2021 09:55:57 -0400",Linda Feldmann,"Travel pool report 1 - pool at JBA, en route Delaware",TRUE,FALSE,,1,1,,1,1,,,,,1,1,
304,"Sat, 24 Apr 2021 09:38:27 -0400",Morgan Chalfant,In town pool report #1 -- good morning,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
305,"Sat, 24 Apr 2021 01:33:49 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #11 - return to White House,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
306,"Fri, 23 Apr 2021 18:12:36 -0400",David Martosko,VPOTUS travel pool report #19: Final,TRUE,FALSE,,1,1,,,,,,,,1,1,
307,"Fri, 23 Apr 2021 21:50:07 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #10 - leaving ABQ & correction,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
308,"Fri, 23 Apr 2021 21:46:06 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #9- Day 2 speeches (otter),TRUE,FALSE,,1,1,,1,1,,,,,1,1,
309,"Fri, 23 Apr 2021 21:38:21 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #8 - departure,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
310,"Fri, 23 Apr 2021 21:01:17 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #7 - odds & ends,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
311,"Fri, 23 Apr 2021 16:50:24 -0400",David Martosko,VPOTUS travel pool report #18: Heading home,TRUE,FALSE,,1,1,,,,,,,,1,1,
312,"Fri, 23 Apr 2021 20:11:59 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #6 - brief stop,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
313,"Fri, 23 Apr 2021 15:52:50 -0400",David Martosko,VPOTUS travel pool report #17:,TRUE,FALSE,,1,1,,,,,,,,1,1,
314,"Fri, 23 Apr 2021 19:22:56 +0000",Jada Yuan,FLOTUS Day 3 NM/AZ pool #5 - vaccination center,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
315,"Fri, 23 Apr 2021 15:17:32 -0400",David Martosko,VPOTUS travel pool report #16: Speech wrap,TRUE,FALSE,,1,1,,,,,,,,1,1,
316,"Fri, 23 Apr 2021 14:52:54 -0400",David Martosko,VPOTUS travel pool report #15:,TRUE,FALSE,,1,1,,,,,,,,1,1,
317,"Fri, 23 Apr 2021 14:47:07 -0400",David Martosko,VPOTUS travel pool report #19:,TRUE,FALSE,,1,1,,,,,,,,1,1,
318,"Fri, 23 Apr 2021 14:47:04 -0400",David Martosko,VPOTUS travel pool report #20:,TRUE,FALSE,,1,1,,,,,,,,1,1,
319,"Fri, 23 Apr 2021 14:42:40 -0400",David Martosko,VPOTUS travel pool report #13: Misnumbering,TRUE,FALSE,,1,1,,,,,,,,1,1,
320,"Fri, 23 Apr 2021 14:39:56 -0400",David Martosko,VPOTUS travel pool report #14:,TRUE,FALSE,,1,1,,,,,,,,1,1,
321,"Fri, 23 Apr 2021 14:26:53 -0400",David Martosko,VPOTUS travel pool report #12: Discussion at IBEW training center,TRUE,FALSE,,1,1,,,,,,,,1,1,
322,"Fri, 23 Apr 2021 14:13:06 -0400",David Martosko,VPOTUS travel pool report #11: VPOTUS's book purchases,TRUE,FALSE,,1,1,,,,,,,,1,1,
323,"Fri, 23 Apr 2021 14:06:47 -0400",David Martosko,Photo supplement to VPOTUS travel pool report #10: Unannounced bookstore drop-in,TRUE,FALSE,,1,1,,1,1,,,,,1,1,
324,"Fri, 23 Apr 2021 14:03:03 -0400",David Martosko,VPOTUS travel pool report #10: Unannounced bookstore drop-in,TRUE,FALSE,,1,1,,,,,,,,1,1,
325,"Fri, 23 Apr 2021 17:46:31 +0000",Emilie Munson,WH In-Town Pool report 10 -- travel/photo lid,TRUE,FALSE,,1,1,,,,,,,,1,1,
326,"Fri, 23 Apr 2021 13:07:01 -0400",David Martosko,"VPOTUS travel pool report #9: Rolling from Plymouth, and a few protesters",TRUE,FALSE,,1,1,,,,,,,,1,1,
327,"Fri, 23 Apr 2021 16:50:45 +0000",Emilie Munson,WH In-Town pool report 9 -- press briefing wraps,TRUE,FALSE,,1,1,,,,,,,,1,1,
