Identifier,Title,Date,Creator,Object Type,Format,Rights Statement,FILES
202104_378,FLOTUS NM/AZ travel pool #5 - inside vaccine center Day 1,2021-04-21T21:48:47Z,Jada Yuan,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,378/body-378.html
202104_379,FLOTUS NM/AZ travel pool #4 - arrival at ABQ vaccination site Day 1,2021-04-21T20:11:29Z,Jada Yuan,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,379/body-379.html
202104_380,FLOTUS NM/AZ travel pool #3 - ABQ arrival Day 1,2021-04-21T19:51:34Z,Jada Yuan,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,380/body-380.html
202104_381,In-town pool report #8 — Travel/photo lid,2021-04-21T14:27:33-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,381/body-381.html
202104_382,Re: Press pool reports for 4/21/21 Burlington visit #4,2021-04-21T18:26:52Z,Ethan Bakuli,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,382/body-382.html
202104_383,In-town pool report #7 — Biden ends remarks & color,2021-04-21T14:04:00-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,383/body-383.html
202104_384,In-town pool report #6 — two-minute warning,2021-04-21T13:43:04-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,384/body-384.html
202104_385,Re: Press pool reports for 4/21/21 Burlington visit #3,2021-04-21T17:38:49Z,Ethan Bakuli,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,385/body-385.html
202104_386,In-town pool report #5 — pool on the move,2021-04-21T13:17:58-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,386/body-386.html
202104_387,In-town pool report #4 — pool gathering at stakeout location,2021-04-21T13:16:09-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,387/body-387.html
202104_388,In-town pool report #3 — two-minute warning,2021-04-21T12:26:40-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,388/body-388.html
202104_389,In-town pool report #2 — pool arrival at WH,2021-04-21T11:57:19-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,389/body-389.html
202104_390,FLOTUS NM/AZ travel pool #2 - departure Day 1,2021-04-21T15:21:47Z,Jada Yuan,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,390/body-390.html;390/attachments/Image.jpeg
202104_391,FLOTUS NM/AZ travel pool #1 - gathering,2021-04-21T13:08:27Z,Jada Yuan,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,391/body-391.html
202104_392,In-town pool report #1 — WH statement on today's remarks,2021-04-21T09:02:57-04:00,Jazmine Ulloa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,392/body-392.html
202104_393,Pool Report No. 19 - speech attendees,2021-04-20T23:36:00Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,393/body-393.html;393/attachments/image001.png
202104_394,Pool Report No. 18 - lid,2021-04-20T23:33:23Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,394/body-394.html;394/attachments/image001.png
202104_395,Pool Report No. 17 - speech color,2021-04-20T23:22:56Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,395/body-395.html;395/attachments/image001.png
202104_396,Pool Report No. 16 - two minute warning,2021-04-20T23:06:11Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,396/body-396.html;396/attachments/image001.png
202104_397,Pool Report No. 15 - speech set-up,2021-04-20T22:10:11Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,397/body-397.html
202104_398,Pool Report No. 14 - color about the verdict,2021-04-20T21:50:37Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,398/body-398.html;398/attachments/image001.png
202104_400,Out of town pool report #1,2021-04-30T10:25:02-04:00,Morgan Chalfant,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,400/body-400.html;400/attachments/2021.04.30 Press Background Memo for POTUS PA Trip.pdf
202104_401,SGOTUS in North Carolina pool report #1,2021-04-30T10:06:47-04:00,Ben Sessoms,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,401/body-401.html
202104_402,VP pool report #1: JBA,2021-04-30T14:02:53Z,Taylor W Popielarz,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,402/body-402.html
202104_404,SGOTUS in North Carolina pool report #1,2021-04-30T09:12:48-04:00,Ben Sessoms,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,404/body-404.html
202104_405,In-town pool report 7 - Travel/photo Lid,2021-04-30T01:52:23Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,405/body-405.html
202104_406,In-Town Pool Report 6 - arrival at WH,2021-04-30T01:45:34Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,406/body-406.html
202104_407,Travel Pool Report No. 18 - JBA,2021-04-30T01:28:30Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,407/body-407.html
202104_408,Travel Pool Report No. 17 - longer gaggle quotes,2021-04-30T01:08:27Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,408/body-408.html;408/attachments/image001.png
202104_409,Travel Pool Report No. 16 - Dobbins departure,2021-04-29T23:57:04Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,409/body-409.html
202104_410,Travel Pool Report No. 15 -  departing Gwinnett County Airport,2021-04-29T23:17:26Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,410/body-410.html
202104_411,Travel Pool Report No. 14 - Capito readout,2021-04-29T22:48:01Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,411/body-411.html
202104_412,Travel Pool Report No. 13 - rally concludes,2021-04-29T22:46:16Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,412/body-412.html
202104_413,Travel Pool Report No. 12 - protesters,2021-04-29T22:29:22Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,413/body-413.html;413/attachments/image001.png
202104_414,Travel Pool Report No. 11 - rally two-minute warning,2021-04-29T22:06:00Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,414/body-414.html;414/attachments/image001.png
202104_415,Travel Pool Report No. 10 - rally details,2021-04-29T21:42:47Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,415/body-415.html;415/attachments/image001.png
202104_416,In-Town Pool Report 5 — WH police reform meeting,2021-04-29T21:30:59Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,416/body-416.html
202104_417,Travel Pool Report No. 9 - Infinite Energy Center arrival,2021-04-29T21:13:56Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,417/body-417.html
202104_418,Travel Pool Report No. 8 - arrival at Gwinnett County Airport,2021-04-29T20:56:17Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,418/body-418.html
202104_419,VP pool report #8 - Marine Two departure from Baltimore,2021-04-29T15:56:42-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,419/body-419.html
202104_420,Travel Pool Report No. 7 - back to Jimmy Carter Regional,2021-04-29T19:53:11Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,420/body-420.html
202104_421,Travel Pool Report No. 6 - Rosalynn Carter sighting,2021-04-29T19:21:59Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,421/body-421.html
202104_422,"VP pool report #7 - VP remarks conclude, senior staff and other notes",2021-04-29T15:20:40-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,422/body-422.html
202104_423,VP pool report #6 - VP remarks,2021-04-29T15:00:32-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,423/body-423.html
202104_424,VP pool report #5 - tour participants,2021-04-29T14:48:14-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,424/body-424.html
202104_425,VP pool report #4 - tour concludes. VP remarks upcoming,2021-04-29T14:38:07-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,425/body-425.html
202104_426,Travel Pool Report No. 5 - arrival at the Carters’ residence,2021-04-29T18:32:06Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,426/body-426.html
202104_427,VP pool report #3 - At M&T Stadium,2021-04-29T14:12:14-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,427/body-427.html
202104_428,Travel Pool Report No. 4 - arrival at Jimmy Carter Regional Airport,2021-04-29T18:00:44Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,428/body-428.html
202104_429,VP pool report #2 - Marine Two arrival,2021-04-29T13:41:13-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,429/body-429.html
202104_430,Travel Pool Report No. 3 - Lawson Army Airfield arrival,2021-04-29T17:31:36Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,430/body-430.html
202104_431,Intown Pool Report 4 — Gaggle Starting,2021-04-29T16:06:47Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,431/body-431.html
202104_432,VP pool report #1 - press motorcade to Baltimore,2021-04-29T12:04:49-04:00,Niels Lesniewski,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,432/body-432.html
202104_433,Travel Pool Report No. 2 - JBA departure,2021-04-29T15:39:44Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,433/body-433.html
202104_434,Travel Pool Report No. 1 - background info on today’s trip,2021-04-29T15:30:45Z,Nikki Schwab,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,434/body-434.html
202104_436,In-Town Pool Report 3 - Departure/ A Dandelion for FLOTUS,2021-04-29T15:23:51Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,436/body-436.html
202104_437,In-Town Pool Report 2 -Delay/Still waiting,2021-04-29T15:15:17Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,437/body-437.html
202104_438,In-Town Pool Report 1 - Gathering for depature,2021-04-29T13:45:26Z,Laura Figueroa,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,438/body-438.html
202104_439,In-town pool report #9: WH arrival/lid,2021-04-28T22:49:38-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,439/body-439.html
202104_440,In-town pool report #8: en route back to the White House,2021-04-28T22:37:54-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,440/body-440.html
202104_441,In-town pool report #7: POTUS/FLOTUS meeting with Capitol employees,2021-04-28T22:22:17-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,441/body-441.html
202104_442,In-town pool report: POTUS begins address,2021-04-28T21:09:47-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,442/body-442.html
202104_443,In-town pool report #5: POTUS/Escort Committee photo op,2021-04-28T21:04:10-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,443/body-443.html
202104_444,In-town pool report #4: POTUS/FLOTUS pre-speech meeting with Capitol security leadership,2021-04-28T20:58:10-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,444/body-444.html
202104_445,In-town pool report #3:,2021-04-28T20:42:50-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,445/body-445.html
202104_446,In-town pool report #2: en route to the Capitol,2021-04-28T20:31:02-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,446/body-446.html;446/attachments/redline.png
202104_447,In-town pool report #1: check-in/lid,2021-04-28T12:22:59-04:00,Zach Cohen,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,447/body-447.html;447/attachments/redline.png
202104_449,VP pool report #5 — the stage and additional colors,2021-04-27T16:22:00-04:00,Christian Datoc,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,449/body-449.html
202104_450,VP pool report #4 — ushered out after opening remarks,2021-04-27T16:10:14-04:00,Christian Datoc,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,450/body-450.html
202104_451,VP pool report # 3 — opening remarks,2021-04-27T16:07:54-04:00,Christian Datoc,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,451/body-451.html
202104_452,VP pool report #2 — roundtable underway,2021-04-27T16:02:12-04:00,Christian Datoc,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,452/body-452.html
202104_453,VP pool report #1 — in position for VP’s virtual round table,2021-04-27T15:52:16-04:00,Christian Datoc,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,453/body-453.html
202104_454,In town-pool report #8: travel/photo lid,2021-04-27T15:40:33-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,454/body-454.html
202104_455,In-town pool report #7: briefing ongoing,2021-04-27T14:40:01-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,455/body-455.html
202104_456,"In-town pool report #6: Biden takes questions, walks away maskless",2021-04-27T14:23:11-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,456/body-456.html
202104_457,In-town pool report: #5: Biden remarks color,2021-04-27T13:57:32-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,457/body-457.html
202104_458,In-town pool report #4: another schedule change,2021-04-27T13:10:45-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,458/body-458.html
202104_459,In-town pool report #3: press briefing moved to 2pm,2021-04-27T12:50:42-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,459/body-459.html
202104_460,In-town travel pool report #2: Lunch lid until 12:55 pm,2021-04-27T12:45:55-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,460/body-460.html
202104_461,In-Town Pool Report: #1 checking in,2021-04-27T11:06:56-04:00,Francesca Chambers,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,461/body-461.html
202104_462,VP Foreign Pool Report #5: More Color + Photos,2021-04-26T21:01:11Z,Bricio Segovia,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,462/body-462.html
202104_463,VP Pool Report #4 (Final pool report - full transcript),2021-04-26T20:42:41Z,Suzanne Lynch,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,463/body-463.html
202104_464,"VP Foreign Pool Report #4: Bilateral starts, pool is out",2021-04-26T20:39:48Z,Bricio Segovia,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,464/body-464.html
202104_465,VP pool report #3,2021-04-26T20:16:04Z,Suzanne Lynch,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,465/body-465.html
202104_466,VP Foreign Pool Report #3: Meeting participants,2021-04-26T20:03:32Z,Bricio Segovia,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,466/body-466.html
202104_467,VP Foreign Pool Report #2: Pool holding,2021-04-26T15:56:34-04:00,Bricio Segovia,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,467/body-467.html
202104_468,VP Pool Report #2,2021-04-26T20:00:29Z,Suzanne Lynch,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,468/body-468.html
202104_469,VP Foreign Pool Report #1: Checking-in,2021-04-26T19:42:44Z,Bricio Segovia,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,469/body-469.html
202104_470,In-town pool #5 — Lid,2021-04-26T19:24:52Z,Christopher Megerian,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,470/body-470.html
202104_471,VP Pool Report #1,2021-04-26T19:16:40Z,Suzanne Lynch,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,471/body-471.html
202104_472,In-town pool report #4,2021-04-26T18:23:36Z,Christopher Megerian,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,472/body-472.html
202104_473,In-town pool report #3 — Two minute warning for briefing,2021-04-26T17:23:17Z,Christopher Megerian,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,473/body-473.html
202104_474,In-town pool report #2,2021-04-26T15:22:52Z,Christopher Megerian,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,474/body-474.html
202104_475,In-town pool report #1,2021-04-26T14:00:35Z,Christopher Megerian,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,475/body-475.html
202104_477,WH pool report 2,2021-04-25T16:42:14-07:00,Shirish Date,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,477/body-477.html
202104_478,WH pool report 1a,2021-04-25T16:35:20-07:00,Shirish Date,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,478/body-478.html
202104_479,WH pool report 1,2021-04-25T16:33:00-07:00,Shirish Date,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,479/body-479.html
202104_480,Travel pool report 6 - M1 departing,2021-04-25T18:33:49-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,480/body-480.html
202104_481,Travel pool report 5 - arrival at DANG,2021-04-25T18:29:07-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,481/body-481.html
202104_482,Travel pool report 4 - rolling for DANG,2021-04-25T18:19:43-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,482/body-482.html
202104_483,Travel pool report 3 - pool in position,2021-04-25T17:21:22-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,483/body-483.html
202104_484,Travel pool report 2 - lunch lid till 4:30,2021-04-25T13:44:26-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,484/body-484.html
202104_485,"Travel pool report 1 - checking in, somewhat earlier return",2021-04-25T09:55:08-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,485/body-485.html
202104_486,Travel pool report 12a - pic of POTUS and sister Valerie outside church,2021-04-24T17:30:46-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,486/body-486.html;486/attachments/IMG_7832.jpg
202104_487,Travel pool report 12 - travel/photo lid,2021-04-24T17:21:38-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,487/body-487.html
202104_488,Travel pool report 11 - return to residence,2021-04-24T17:12:47-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,488/body-488.html
202104_489,Fwd: Travel pool report 11 -,2021-04-24T17:04:02-04:00,Linda Feldmann,http://purl.org/dc/dcmitype/Text,http://vocab.lib.umd.edu/form#pool_reports,http://vocab.lib.umd.edu/rightsStatement#InC-NC,489/body-489.html
